Category,Type,Equipment,Exercise,Link,Pattern/Ability,Movement,Contraction,Orientation,Body Part,Parameter
Lower Body,Grinding,DB/KB,DB Seated SL Calf Raise,https://youtu.be/nzeOpdWz1yo,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,DB Seated SL Calf Raise [IsoHold],https://youtu.be/SR-TdwfAduA,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,DB/KB,DB SL Calf Raise ISO March,https://youtu.be/-Ddb7Fc5tD0,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,DB/KB,KB Wall Supported Bent Knee Calf Raise,https://youtu.be/EOmX-3mH3sI,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,DB Lateral Tip Toe Walk,https://youtu.be/9B3Nbqs84Xk,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,DB Seated Calf Raise,https://youtu.be/W3oPzCSVzAI,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,DB Altitude SL Drop Landing [Loaded],https://www.youtube.com/watch?v=p5jTqSD4GzY,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,Landmine Split Squat Calf Raise,https://www.youtube.com/watch?v=ckHyT0xTwE0,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Bent Knee Calf Raise [Floor],https://www.youtube.com/watch?v=mXxD7q9T8HE,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Bent Knee Calf Raise [Elevated],https://www.youtube.com/watch?v=ipyYioCrzKU,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Bent Knee Calf Raise [Isometric],https://www.youtube.com/watch?v=b-9joc6guME,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Straight Knee Calf Raise [Floor],https://youtu.be/aaKHHbd-pwE,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Straight Knee Calf Raise [Elevated],https://www.youtube.com/watch?v=vtwmJw0tLvY,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Straight Knee Calf Raise [Isometric],https://youtu.be/i7JDVkbXyYo,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Split Squat FH Calf Raise [Elevated],https://youtu.be/uz7E0vb-5WY,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Split Squat FH Calf Raise [IsoHold],https://www.youtube.com/watch?v=cYim07i3XzM,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,SL Calf Raise [2-1 ECC],https://www.youtube.com/watch?v=G9GNTyi9M_U,Accessory-Calf,Unilateral Calf,Eccentric,,Lower Body,
Lower Body,Grinding,Misc,BW FH SL Calf Raise - Soleus,https://youtu.be/uYIkBSnWgWA,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Pin SL Ankle-Calf [IsoPush],https://youtu.be/VenfzdIEyTw,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,SM SL Ankle [IsoPush],https://youtu.be/oSyv5srFmhA,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Sprint Start Ankle [IsoPush],https://youtu.be/pTe55LssKts,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,SM Seated SL Calf Raise - Soleus,https://youtu.be/JmbulHeSwws,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,LPM SL Calf Raise - Soleus,https://youtu.be/_y-ijJ9rWC8,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SM SL Calf Raise - Gastroc,https://youtu.be/Egs7f0YUR6U,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,LPM SL Calf Raise - Gastroc ,https://youtu.be/QwDm5DqXM7M,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,LPM SL Calf Raise - Soleus ,https://youtu.be/_y-ijJ9rWC8,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Cable Ankle Drive,https://www.youtube.com/watch?v=oEneJ2ByFsI,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Cable Ankle Strike Drive,https://www.youtube.com/watch?v=mGMauEkdH00,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Cable Ankle Drive IsoHold [High Position],https://www.youtube.com/watch?v=qu63Vj9g3zU,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Cable Ankle Drive IsoHold [Middle Position],https://www.youtube.com/watch?v=rel1oq6xTM0,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Cable Ankle Drive IsoHold [Low Position],https://www.youtube.com/watch?v=8WWXbVbq1vk,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Split Squat Plate Calf Raise,https://youtu.be/vU5SHSFYiwQ,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Split Squat Plate Calf Raise [Dorsiflexion],https://youtu.be/ZZ91DMoYcxQ,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Wall Calf Raise,https://youtu.be/2mO10oPf3iA,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded Ankle Eversion,https://youtu.be/aiyuayn7tLI,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded Ankle Inversion,https://youtu.be/HF1LTaxPmMQ,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Jammer Arms Drive [A Position],https://youtu.be/ycJ1wpQWAUI,Accessory-Calf,Unilateral Calf,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Wall Ankle-Calf [IsoPush],https://youtu.be/g_CXU9fGMwA,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Jammer Arms Calf [IsoHold],https://youtu.be/v4as_lUHX1M,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,BW FH SL Calf Raise - Soleus [IsoHold],https://youtu.be/Ubf8i40DoVw,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,SL Seated Calf Raise [IsoPush],https://youtu.be/OkboUGPXyN8,Accessory-Calf,Unilateral Calf,Isometric,,Lower Body,
Lower Body,Grinding,Misc,KB Tibialis Raise [Dorsiflexion],https://youtu.be/hWBTHgQEqRc,Accessory-Tibialis,Tibialis,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Tibialis Raise,https://www.youtube.com/watch?v=D7C_aSqrlkg,Accessory-Tibialis,Tibialis,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Tibialis Raise [Decline],https://youtu.be/Co4XO6fXhVs,Accessory-Tibialis,Tibialis,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded Tibialis Raise,https://youtu.be/3sGyWDwSFLo,Accessory-Tibialis,Tibialis,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Plate Tibialis Raise,https://youtu.be/3AZrJAzEl6w,Accessory-Tibialis,Tibialis,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,CAE [Knee],https://www.youtube.com/watch?v=g9ZDrmhxl-0,Accessory-Adductor,Adductor,Isometric,,Lower Body,
Lower Body,Grinding,Misc,CAE,https://www.youtube.com/watch?v=75Ftu1TNIbY,Accessory-Adductor,Adductor,Isometric,,Lower Body,
Lower Body,Grinding,Misc,CAE Lifts,https://www.youtube.com/watch?v=U-_m80jkVFw,Accessory-Adductor,Adductor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,CAE [A Position Isometric],https://www.youtube.com/watch?v=m-7ofLLeQVs,Accessory-Adductor,Adductor,Isometric,,Lower Body,
Lower Body,Grinding,Misc,CAE [A Position],https://www.youtube.com/watch?v=lssNWL8f5J0,Accessory-Adductor,Adductor,Isometric,,Lower Body,
Lower Body,Grinding,Misc,CAE [ECC Drop],https://youtu.be/2-EboH4bXHI,Accessory-Adductor,Adductor,Eccentric,,Lower Body,
Lower Body,Grinding,Misc,"
Kalenius CAE",https://youtu.be/Rhw1Oxt6VHE,Accessory-Adductor,Adductor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded CAE,https://youtu.be/peAe0DmT5Yo,Accessory-Adductor,Adductor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW Adductor [IsoPush],https://www.youtube.com/watch?v=T5UsTtmCktI,Accessory-Adductor,Adductor,Isometric,,Lower Body,
Lower Body,Grinding,Misc,PB Adductor Squeezes,https://youtu.be/peYrYmBj_P4,Accessory-Adductor,Adductor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,PB Adductor [IsoHold],https://www.youtube.com/watch?v=_h0djdkjRdI,Accessory-Adductor,Adductor,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Cable Adduction,https://www.youtube.com/watch?v=wC6gvDxn4Mw,Accessory-Adductor,Adductor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Cable Abduction,https://youtu.be/2tSqrloPnCg,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,"
Cable Hip Abduction [IsoHold]",https://youtu.be/xOTjwn12XVg,Accessory-Hip,Hip,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Banded Hip Abduction,https://youtu.be/8QBtXm_Z1-E,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded X-Walk,https://youtu.be/k_llAiZAjME,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Bumper Side Lying Abduction,https://youtu.be/HA8Oq52kjXc,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Elevated Side Plank Lateral Abductor,https://youtu.be/heK-b78PP7E,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Mermaid Plank (Low),https://www.youtube.com/watch?v=gSz-jv9Krt8,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Mermaid Plank (High),https://www.youtube.com/watch?v=z54iLKKAeG0,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Bench Side Bend,https://youtu.be/PQuqYiJ6xYw,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW Elevated Side Bend [IsoHold],https://youtu.be/Qk1C6dtxCOo,Accessory-Hip,Hip,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW Elevated Side Bend - Elbow [IsoHold],https://youtu.be/zFKruj2qWZ0,Accessory-Hip,Hip,Isometric,,Lower Body,
Lower Body,Grinding,Misc,TFL Banded Pops,https://youtu.be/uY15ZWKdrl8,Accessory-Hip,Hip,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Cable Knee Drive,https://www.youtube.com/watch?v=lQPgwhOqB_8,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded Knee Drive,https://youtu.be/_gjB10tBPEg,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Pike Plank Leg Lift,https://youtu.be/MkgyFi_Ppw4,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Bench Hip Flexor ,https://www.youtube.com/watch?v=m8WehFNDtJs,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW Hip Flexor [IsoHold],https://www.youtube.com/watch?v=kLsIsx8dlko&t=5s,Accessory-Hip,Hip Flexor,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Seated Psoas Raise,https://www.youtube.com/watch?v=4rIwPfyZIRM,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Seated Psoas Raise [IsoHold],https://www.youtube.com/watch?v=ES_yljn8AjU,Accessory-Hip,Hip Flexor,Isometric,,Lower Body,
Lower Body,Grinding,Misc,DB Seated Psoas Raise,https://www.youtube.com/watch?v=nLjmxqwqk8E,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Bench Hip Flexor Sit Up,https://youtu.be/QphLUWu0NBk,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,"
SL Banded Prone Psoas Kicks",https://youtu.be/c5yaQ0ooHTw,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,KB Supine Hip Flexor Bug,https://youtu.be/F_MhVZH9j9o,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Half Kneeling Psoas Raise,https://www.youtube.com/watch?v=xfXvuaNPUSU,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded Lying Hip Flexor March ,https://youtu.be/6zB18bkRevs,Accessory-Hip,Hip Flexor,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Balance Board Walk [Forward],https://www.youtube.com/watch?v=xO1rzh2aQmk,Accessory-Foot,Foot ,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Balance Board Walk [Backward],https://www.youtube.com/watch?v=iB66NOt1R2Q,Accessory-Foot,Foot,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Balance Board Walk [Lateral],https://www.youtube.com/watch?v=lLLDhQcX5IQ,Accessory-Foot,Foot,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Knee Balance [Foam],https://www.youtube.com/watch?v=7JHNtm_QNX4,Accessory-Foot,Knee; Foot,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,KB SL Knee Balance [Foam],https://www.youtube.com/watch?v=VvRZp5JxwBM,Accessory-Foot,Knee; Foot,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SL Balance & Catch [Foam],https://www.youtube.com/watch?v=Rw7Rta8Jz9A,Accessory-Foot,Knee; Foot,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Balance Board (Foot Training),https://youtu.be/wh2p550PmSQ,Accessory-Foot,Foot ,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,FR Balance (Foot Training),https://youtu.be/Mxuk_ADsZSI,Accessory-Foot,Foot ,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Half Roller Balance (Foot Training),https://youtu.be/jc9iFtr-b5I,Accessory-Foot,Foot ,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Pink Floyd,https://youtu.be/mwsDpI9OrzM,Accessory-Foot,Foot ,Dynamic,,Lower Body,
Lower Body,Ballistic,BB/SSB,BB Squat Jump,https://www.youtube.com/watch?v=et-wAt62VsU,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,BB/SSB,BB CMJ,https://www.youtube.com/watch?v=sjqzyQ09j_E,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,UB/TB,UB Squat Jump,https://youtu.be/qT6q2hdC6-Y,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,UB/TB,UB Squat to Box Jump,https://youtu.be/5Gmv9N2t9yk,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,UB/TB,UB CMJ,https://youtu.be/WiIBKovokNY,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,UB/TB,UB CMJ to BW CMJ,https://youtu.be/y3m-587zpQM,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,DB/KB,DB Squat Jump,https://youtu.be/K1Jfu_A-RUI,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,DB/KB,DB CMJ,https://www.youtube.com/watch?v=_zRp0_pe-iY,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,DB/KB,DB CMJ to BW CMJ,https://www.youtube.com/watch?v=G__zHbIck9c,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,DB/KB,DB Squat to Box Jump,https://youtu.be/YEsrccQv1dU,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,Misc,SM Squat Jump,https://youtu.be/Mv6tgqropVg,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,Misc,SM CMJ,https://youtu.be/NlswiI-K3tI,Squat-Double Leg,Ballistic,Dynamic,,Lower Body,
Lower Body,Ballistic,BB,Clean [Hang],https://youtu.be/mrejP1Z2znw,Olympic-Double Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,BB,Power Clean [Hang],https://youtu.be/cW6tD325ENE,Olympic-Double Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,BB,High Hang Power Clean [Mid Thigh],https://youtu.be/RCN8c_WgIHI,Olympic-Double Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,BB,Clean High Pull [Hang],https://youtu.be/n5B_c7wgI3o,Olympic-Double Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,BB,Snatch [Hang],https://youtu.be/e2sMrF7IOSQ,Olympic-Double Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,BB,Power Snatch [Hang],https://youtu.be/yo0ydIUIER8,Olympic-Double Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,BB,Split Snatch [Hang],https://youtu.be/uhIBRIqq71M,Olympic-Double Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,BB,Split Jerk,https://youtu.be/PK3G1suZTB8,Olympic-Double Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,UB/TB,UB High Pull,https://youtu.be/G0cNSb-jukg,Olympic-Double Leg,Olympic-Blocks,Dynamic,,Lower Body,
Lower Body,Ballistic,DB/KB,DB SA Snatch,https://youtu.be/hmg7-yIuDRs,Olympic-Single Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,Misc,SL Clean to Box,https://www.youtube.com/watch?v=ZyNMGyuYzro,Olympic-Single Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,Misc,Vipr SL Clean to Wall,https://youtu.be/Fr5SmDJ6C-Q,Olympic-Single Leg,Olympic-Hang,Dynamic,,Lower Body,
Lower Body,Ballistic,Misc,Banded Jammer Acceleration,https://youtu.be/6ww9bcKcxwg,Misc,Ballistic,Dynamic,,Lower Body,
Upper Body,Grinding,BB,BB Bench Press,https://youtu.be/PQfV-j_jbDw,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Bench Press [ECC Tempo],https://youtu.be/r95c8kDzdDM,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Bench Press [Supramax ECC],https://youtu.be/7Qb59jRPY0s,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Bench Press [ECC Drop],https://youtu.be/1tP-Bm4k8K0,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Bench Press [IsoHold],https://youtu.be/Fi3Jvslimp8,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Bench Press [ISO at Bottom],https://youtu.be/xm2QhURHn6E,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,Pin Bench Press [IsoPush],https://youtu.be/fThVBd-Y7eQ,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Bench Press [Banded],https://youtu.be/h3SXsVglivA,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Bench Press [Chains],https://youtu.be/qDTUD8Sy0jY,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Floor Press,https://youtu.be/KSn4YSpjXPA,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Incline Bench Press,https://youtu.be/xBnhQCog7Kk,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Decline Bench Press,https://youtu.be/ib5NAdxX0x0,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,DB Bench Press,https://youtu.be/jyK7yFL9-z8,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SA Bench Press,https://youtu.be/ymxnJWx_XJo,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Bench Press [Alternating],https://www.youtube.com/watch?v=tH7oVdj03xw,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Floor Press,https://youtu.be/fjAYu2UkwQs,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SA Floor Press,https://www.youtube.com/watch?v=rkmjFb3nmJg,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB SA Floor Press [1-arm Hold],https://www.youtube.com/watch?v=YAk8T5yQ9Y0,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Incline Bench Press,https://www.youtube.com/watch?v=EQADzxY9MxQ,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SA Incline Bench Press,https://www.youtube.com/watch?v=QyDbgdz-Urg,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Incline Bench Press [Alternating],https://www.youtube.com/watch?v=kgJTOky3HYo,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Decline Bench Press,https://www.youtube.com/watch?v=cYijZnkA5OY,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SA Decline Bench Press,https://www.youtube.com/watch?v=WV_qQX-trss,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SL Hip Thrust Bench Press,https://youtu.be/qTQ8lm1DW6s,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Floor Press [FR],https://www.youtube.com/watch?v=1P1yScXBkys,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Chest Press,https://www.youtube.com/watch?v=Vs-Dnci8BTM,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine SA Chest Press,https://www.youtube.com/watch?v=qBB8bVsxIf4,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Swiss Bar Press,https://youtu.be/0n1iiajGaXA,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Cable SA Press,https://www.youtube.com/watch?v=4i91EGAc_W0,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Cable Fly,https://www.youtube.com/watch?v=1ISK4q8hvmU,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [ECC Only],https://www.youtube.com/watch?v=pze4RCess6A,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [ISO at Bottom],https://www.youtube.com/watch?v=bS9JWDYr9IY,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [ECC Tempo],https://www.youtube.com/watch?v=ClejkAkLjNU,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [ECC Drop],https://www.youtube.com/watch?v=Sm10bHehIu8,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Yoga Push Up,https://www.youtube.com/watch?v=Y9-LgIxOLCg,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [Incline],https://www.youtube.com/watch?v=ZR4AZozL0Ws,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [Decline],https://www.youtube.com/watch?v=C3JHT8rWzy8,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [Isometric],https://www.youtube.com/watch?v=SEOwdJ8E-eE,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [Swaying],https://www.youtube.com/watch?v=3NiWqUcyPWo,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Spiderman Push Up,https://www.youtube.com/watch?v=5jg2yonET1Y,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [Loaded],https://www.youtube.com/watch?v=8MDooTMYGVc,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [Explosive],https://www.youtube.com/watch?v=-qv-z95iDbI,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [Lateral Take Off],https://youtu.be/qeRsLVAkGS0,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up [Clap],https://www.youtube.com/watch?v=DOQOaIYxdRA,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Push Up - Explosive [Band Assisted],https://youtu.be/TgO9-0qJbqY,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Slider Push Up,https://www.youtube.com/watch?v=2DmT_lgII3U,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Ring Push Up,https://www.youtube.com/watch?v=GFLCk4diOL4,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Ring Dips,https://youtu.be/1nZvdSBjwQs,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,SA Box Push Up [ECC 1-2],https://www.youtube.com/watch?v=AbzqipJ9D6Y,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,SA Box Push Up,https://www.youtube.com/watch?v=rGGINZLArQY,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,SA Push Up,https://youtu.be/ndslq0xwgl8,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Bench [Elevated] Push Off ,https://www.youtube.com/watch?v=YmiQLqifp9U,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Banded Bench Press,https://www.youtube.com/watch?v=wOF26AmD2qk,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,SA Push Up Catches,https://www.youtube.com/watch?v=yduCARoT2rU,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Wall Push Off,https://www.youtube.com/watch?v=2DhKLaXqw6Q,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Wall SA Push Off,https://www.youtube.com/watch?v=Gu2wD9ifkCc,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band Press,https://www.youtube.com/watch?v=W1nIBzMfZOs,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band SA Press,https://www.youtube.com/watch?v=2uTeceOaDi0,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band Fly,https://www.youtube.com/watch?v=Hr0NQ-6mFPE,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band Shoulder Explosive Press,https://www.youtube.com/watch?v=VqXeRAEPfXY,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Machine Chest Press,https://youtu.be/eOB1_RI5eLM,Push-Horizontal,,,,Upper Body,
