Category,Type,Equipment,Exercise,Link,Pattern/Ability,Movement,Contraction,Orientation,Body Part,Parameter
Speed,Acceleration,,Sprint Start [Lateral],https://www.youtube.com/watch?v=Up0O3eUyfuE,,,,Linear,,
Speed,Acceleration,,Sprint Start [Turn],https://youtu.be/upnNtuDd85w?t=29,,,,Linear,,
Speed,Acceleration,,Sprint Start [180 Turn],https://www.youtube.com/watch?v=5u82QXGm758,,,,Linear,,
Speed,Acceleration,,Sprint Start [SLJ],https://www.youtube.com/watch?v=PFjtELuD2WM,,,,Linear,,
Speed,Acceleration,,Sprint Start [Heiden],https://www.youtube.com/watch?v=-wAiyB19rY4,,,,Linear,,
Speed,Acceleration,,Sprint Start [Band],https://www.youtube.com/watch?v=NmFSxX2wcpM,,,,Linear,,
Speed,Acceleration,,Sprint Start [Sled],https://www.youtube.com/watch?v=bjijWKWc5uU,,,,Linear,,
Speed,Acceleration,,Sprint Start [MB Throw],https://www.youtube.com/watch?v=j9fWOPXzzOE,,,,Linear,,
Speed,Acceleration,,Sprint Start [Half-Kneeling],https://youtu.be/_joX9UP7eJE,,,,Linear,,
Speed,Acceleration,,Sprint Start [Kneeling],https://youtu.be/m7VRa6lrzz8,,,,Linear,,
Speed,Acceleration,,Sprint Start [Plyo Step],https://youtu.be/hCruAgQQc2Q,,,,Linear,,
Speed,Acceleration,,Sprint Start [SLJ],https://youtu.be/SySKAfrC-_s,,,,Linear,,
Speed,Acceleration,,Sprint Start First Step [Band],https://www.youtube.com/watch?v=6LYb2hfPjOI,,,,Linear,,
Speed,Acceleration,,Sprint Acceleration [Band Resisted],https://www.youtube.com/watch?v=P_KZDABB5VU,,,,Linear,,
Speed,Acceleration,,Sprint 5m,https://www.youtube.com/watch?v=BaPy0CDouQk,,,,Linear,,
Speed,Acceleration,,Sprint 10m,https://www.youtube.com/watch?v=5p_R1WpGuMU,,,,Linear,,
Speed,Acceleration,,Sprint 15m,https://www.youtube.com/watch?v=2Dw-4S24nrg,,,,Linear,,
Speed,Acceleration,,Sprint 20m,https://www.youtube.com/watch?v=fNWKTumc9jc,,,,Linear,,
Speed,Acceleration,,Sprint 30m,https://www.youtube.com/watch?v=pFGwMpcyrHY,,,,Linear,,
Speed,Acceleration,,Resisted Sprint [Sled],https://www.youtube.com/watch?v=MkU2G6Pb9CI,,,,Linear,,
Speed,Acceleration,,Resisted Sprint [Rope],https://www.youtube.com/watch?v=5qkS_G36WP4,,,,Linear,,
Speed,Acceleration,,Resisted Sprint [1080Sprint],https://www.youtube.com/watch?v=qzdJKL1C0KE,,,,Linear,,
Speed,Acceleration,,Curved Sprint,https://www.youtube.com/watch?v=wnXuTbAA-Uw,,,,Linear,,
Speed,Decceleration,,Deceleration 5m,https://www.youtube.com/watch?v=L4ClQsP6QbE,,,,Linear,,
Speed,Decceleration,,Deceleration 10m,https://www.youtube.com/watch?v=lqTusDlCQUs,,,,Linear,,
Speed,Maximal Speed,,SMT SubMax Sprint,https://www.youtube.com/watch?v=cB6r-QB4wGA,,,,Linear,,
Speed,Maximal Speed,,SMT Sprint,https://www.youtube.com/watch?v=tvFRhIMN8jw,,,,Linear,,
Speed,Maximal Speed,,Wicket Run [Sprint],https://www.youtube.com/watch?v=XOvwUEyKs6w,,,,Linear,,
Speed,Maximal Speed,,Flying 5m,https://www.youtube.com/watch?v=O_CHnmfTw4s,,,,Linear,,
Speed,Maximal Speed,,Flying 10m,https://www.youtube.com/watch?v=37W656sbxhM,,,,Linear,,
Speed,Warm Up,,Low Box Quick Jumps (forward),https://www.youtube.com/watch?v=TKdn5le3MsA,,,,COD,,
Speed,Warm Up,,Low Box Straddle Jumps,https://www.youtube.com/watch?v=hBfrfxvdr1w,,,,COD,,
Speed,Technical,,Low Box Lateral Shuffle,https://www.youtube.com/watch?v=Quy7wB9EJlM,,,,COD,,
Speed,Technical,,Low Box Reverse Lateral Shuffle,https://www.youtube.com/watch?v=4oFBF6ZUzA8,,,,COD,,
Speed,Technical,,Low Box Reverse Lateral Shuffle (to floor),https://www.youtube.com/watch?v=ne9ARg6OoeY,,,,COD,,
Speed,Technical,,Low Box Split Step to Lateral Start,https://www.youtube.com/watch?v=CfqR6tyyh_g,,,,COD,,
Speed,Technical,,Split Step to Lateral Start,https://www.youtube.com/watch?v=YYdA0luYejo,,,,COD,,
Speed,Technical,,Step In Split Step to Lateral Start,https://www.youtube.com/watch?v=3HduILMVE7w,,,,COD,,
Speed,Technical,,Hip Turns,https://youtu.be/DNNb0JT9Oq8,,,,COD,,
Speed,Technical,,Lateral Shuffle,https://www.youtube.com/watch?v=BB7TNtWQx88,,,,COD,,
Speed,Technical,,Lateral Shuffle [Banded],https://www.youtube.com/watch?v=NT_BcdzV7d4,,,,COD,,
Speed,Technical,,Lateral Shuffle to Sprint,https://www.youtube.com/watch?v=HWOm0UdAurA,,,,COD,,
Speed,Technical,,COD 45 degrees,https://youtu.be/oCe_m2P91QA,,,,COD,,
Speed,Technical,,COD 90 degrees,https://youtu.be/U8EPe1Vn3Y4,,,,COD,,
Speed,Technical,,COD 180 degrees,https://youtu.be/M5pDjjsVAgc,,,,COD,,
Speed,Technical,,SLJ to COD,https://youtu.be/4T8Hcy8ypKk,,,,COD,,
Speed,Technical,,Heiden to COD,https://youtu.be/kFkEGuFWAcg,,,,COD,,
Speed,Technical,,SL COD Hops,https://youtu.be/PjT2PWbpOTI,,,,COD,,
Speed,Maximal COD,,Modified 505,https://www.youtube.com/watch?v=2LZWqslG4lg,,,,COD,,
Speed,Maximal COD,,Modified 505 [Right],https://www.youtube.com/watch?v=yuKGbRWxqiY,,,,COD,,
Speed,Maximal COD,,Modified 505 [Left],https://www.youtube.com/watch?v=_mWR-D3mRck,,,,COD,,
Speed,Maximal COD,,Hip Turn to Start,https://youtu.be/3bHswE9585Y,,,,COD,,
Speed,Maximal COD,,3m Lateral Shuffle,https://youtu.be/ka3CEhx2qu0,,,,COD,,
Speed,Maximal COD,,Defensive Figure 8,https://youtu.be/fs8VKKtgcYQ,,,,COD,,
Speed,Maximal COD,,Denfensive In-Out,https://youtu.be/zbOPVcIZcJE,,,,COD,,
Speed,Maximal COD,,Defensive Triangle,https://youtu.be/FILRkD6wY4E,,,,COD,,
Speed,Maximal COD,,COD Turns,https://youtu.be/2KADThdfe1E,,,,COD,,
Mobility & Stretch,Movement,,Bear Crawl,https://youtu.be/xgcwHgzJsXg,,,,Whole,,
Mobility & Stretch,Movement,,Monkey Transfers,https://www.youtube.com/watch?v=UV_TgPFvnVs,,,,Whole,,
Mobility & Stretch,Movement,,Monkey Rotations,https://youtu.be/yechqWbeZzM,,,,Whole,,
Mobility & Stretch,Movement,,Duck Walk,https://www.youtube.com/watch?v=ct_4-FgV6Wo,,,,Whole,,
Mobility & Stretch,Movement,,Crab Touch,https://www.youtube.com/watch?v=hea6m6qIfzc,,,,Whole,,
Mobility & Stretch,Movement,,Animal Flow,https://www.youtube.com/watch?v=OhArYPaQ41I&t=4s,,,,Whole,,
Mobility & Stretch,Movement,,Birddog,https://www.youtube.com/watch?v=deu5FcPCeMI,,,,Whole,,
Mobility & Stretch,Movement,,Birddog [Knees Lifted],https://www.youtube.com/watch?v=trjuLFQy7Ww,,,,Whole,,
Mobility & Stretch,Movement,,Birddog [Banded],https://www.youtube.com/watch?v=0e_mzydHlqU,,,,Whole,,
Mobility & Stretch,Movement,,Scorpion,https://www.youtube.com/watch?v=q0tJ2KyynHc,,,,Whole,,
Mobility & Stretch,Movement,,Lizzard Walk,https://www.youtube.com/watch?v=48LYMt7ZGbA,,,,Whole,,
Mobility & Stretch,Movement,,Sit Up to Stand,https://www.youtube.com/watch?v=TpNCm374DIo,,,,Whole,,
Mobility & Stretch,Mobility,,Bench T-Spine Mobility,https://youtu.be/_TyWxY47kgo,,,,Back,,
Mobility & Stretch,Mobility,,Wall RDL Rotations,https://www.youtube.com/watch?v=FyrpSxEyMoo,,,,Back,,
Mobility & Stretch,Mobility,,Bear Crawl T-Spine Mobility,https://www.youtube.com/watch?v=VwHNpmfGWoE,,,,Back,,
Mobility & Stretch,Mobility,,Deep Squat T-Spine Mobilizations,https://youtu.be/0K_FGnRVg8I,,,,Back,,
Mobility & Stretch,Mobility,,Wall Supported T-Spine Mobilizations,https://youtu.be/ZICZDxei0wQ,,,,Back,,
Mobility & Stretch,Mobility,,Seated Hip Lift Offs,https://www.youtube.com/watch?v=8fuWp-BGPEs,,,,Hip,,
Mobility & Stretch,Mobility,,Seated Hip Lift Offs [Hands In Air],https://www.youtube.com/watch?v=IyOVMIUA0xE,,,,Hip,,
Mobility & Stretch,Mobility,,Mermaid Plank (Low),https://www.youtube.com/watch?v=gSz-jv9Krt8,,,,Hip,,
Mobility & Stretch,Mobility,,Mermaid Plank (High),https://www.youtube.com/watch?v=z54iLKKAeG0,,,,Hip,,
Mobility & Stretch,Mobility,,Arabeska,https://www.youtube.com/watch?v=zgNU8qpdGqo,,,,Hip,,
Mobility & Stretch,Mobility,,Shin Box Mobility,https://www.youtube.com/watch?v=aqN7E_-7S2I,,,,Hip,,
Mobility & Stretch,Mobility,,Shin Box to Lunge,https://www.youtube.com/watch?v=HNnk_h7JQo4,,,,Hip,,
Mobility & Stretch,Mobility,,Shin Box to Squat,https://youtu.be/87IzltiZIgo,,,,Hip,,
Mobility & Stretch,Mobility,,90-90 Transitions,https://youtu.be/rN1ybRcySZc,,,,Hip,,
Mobility & Stretch,Mobility,,90-90 Transitions (Hands OH),https://www.youtube.com/watch?v=4Im_xIm5MZU,,,,Hip,,
Mobility & Stretch,Mobility,,Hip Airplane,https://www.youtube.com/watch?v=fy2AXh4u1yY,,,,Hip,,
Mobility & Stretch,Mobility,,Hip Hurdler,https://www.youtube.com/watch?v=KOBnVqX_htc,,,,Hip,,
Mobility & Stretch,Mobility,,Hip Star,https://www.youtube.com/watch?v=WBK24R7C09o,,,,Hip,,
Mobility & Stretch,Mobility,,Standing Anterior Hip Raise,https://www.youtube.com/watch?v=19M6TR3tZTQ,,,,Hip,,
Mobility & Stretch,Mobility,,Standing Lateral Leg Raise,https://www.youtube.com/watch?v=UkxgyhrHsHo,,,,Hip,,
Mobility & Stretch,Mobility,,Standing Hip External Rotation,https://youtu.be/lAxaH9SyOGg,,,,Hip,,
Mobility & Stretch,Mobility,,Quadruped Hip Mobilizations,https://youtu.be/nl9CJssKrhg,,,,Hip,,
Mobility & Stretch,Mobility,,Spiderman with Hip Lift & Reach,https://www.youtube.com/watch?v=DwNHW7UGJCo,,,,Leg,,
Mobility & Stretch,Mobility,,Walking Spiderman with Hip Lift & Reach,https://www.youtube.com/watch?v=P6LxxGmlTdA,,,,Leg,,
Mobility & Stretch,Mobility,,Leg Swings,https://www.youtube.com/watch?v=PuDH0llsJuA&t=4s,,,,Leg,,
Mobility & Stretch,Mobility,,PB Leg Extensions,https://www.youtube.com/watch?v=B3nC0dULTLs,,,,Leg,,
Mobility & Stretch,Mobility,,Squat Internal Rotations,https://youtu.be/zgsajacI2OY,,,,Leg,,
Mobility & Stretch,Mobility,,Dead Bug Adductor,https://www.youtube.com/watch?v=hsFQFd4WzbA,,,,Adductor,,
Mobility & Stretch,Mobility,,BW Lateral Lunge Mobility,https://www.youtube.com/watch?v=zDjlprK9zv0,,,,Adductor,,
Mobility & Stretch,Mobility,,Abductor Goalie Lifts,https://www.youtube.com/watch?v=OzEqCU21pn8,,,,Abductor,,
Mobility & Stretch,Mobility,,Side Lying Shoulder Openers,https://www.youtube.com/watch?v=RKcUKREbRNk,,,,Shoulder,,
Mobility & Stretch,Mobility,,Side Lying Windmill,https://www.youtube.com/watch?v=aX2NcrU1MYo,,,,Shoulder,,
Mobility & Stretch,Mobility,,Lying Supine Shoulder Flexion,https://www.youtube.com/watch?v=-3Fpd9yfUhg,,,,Shoulder,,
Mobility & Stretch,Mobility,,Wall Serratus Slides,https://www.youtube.com/watch?v=q7he4q2hqF0,,,,Shoulder,,
Mobility & Stretch,Mobility,,Wall Shoulder Flexion,https://youtu.be/_HorlxdvK6I,,,,Shoulder,,
Mobility & Stretch,Mobility,,Supine Shoulder Snow Angels,https://www.youtube.com/watch?v=WWj-jPULpfI,,,,Shoulder,,
Mobility & Stretch,Mobility,,Shoulder External Rotation Lift Offs,https://youtu.be/ZMmuTTX_QDg,,,,Shoulder,,
Mobility & Stretch,Mobility,,Stick Shoulder ER Mobility,https://youtu.be/1IocueMwu54,,,,Shoulder,,
Mobility & Stretch,Mobility,,Stick Shoulder Climb,https://youtu.be/9c8Qwmgy8IY,,,,Shoulder,,
Mobility & Stretch,Mobility,,Heel Sit,https://www.youtube.com/watch?v=SvYpxuzcmpU,,,,Ankle,,
Mobility & Stretch,Mobility,,Bench Ankle Mobility Dorsiflexion,https://www.youtube.com/watch?v=_mBe5lgYvMI,,,,Ankle,,
Mobility & Stretch,Mobility,,KB Bench Ankle Mobility Dorsiflexion,https://www.youtube.com/watch?v=czUJA9yqfJs,,,,Ankle,,
Mobility & Stretch,Mobility,,Wall Ankle Mobility Dorsiflexion,https://www.youtube.com/watch?v=XJPur9D0gps,,,,Ankle,,
Mobility & Stretch,Mobility,,3 Way Half Kneeling Dorsiflexion,https://www.youtube.com/watch?v=1ygu1eUYZ4U,,,,Ankle,,
Mobility & Stretch,Stretching,,Wall Hamstring Stretch,https://youtu.be/k0bxcgb-eeU,,,,Hamstring,,
Mobility & Stretch,Stretching,,Lying Hamstring Stretch,https://youtu.be/tHVRH1Djmgk,,,,Hamstring,,
Mobility & Stretch,Stretching,,Lying Hamstring Stretch [Banded],https://youtu.be/1ws1yGkvgFA,,,,Hamstring,,
Mobility & Stretch,Stretching,,Glute Stretch,https://youtu.be/JxacSgQRMF0,,,,Gluteus,,
Mobility & Stretch,Stretching,,Glute Stretch [Outside Arm],https://youtu.be/7KAs3LHzLro,,,,Gluteus,,
Mobility & Stretch,Stretching,,Wall Hip Flexor Stretch,https://youtu.be/nusXcwouP2w,,,,Hip,,
Mobility & Stretch,Stretching,,Hip Flexor Stretch,https://youtu.be/qikH3cd9KjI,,,,Hip,,
Mobility & Stretch,Stretching,,Wall Quad Stretch,https://youtu.be/XUSbk7Jb6VE,,,,Quad,,
Mobility & Stretch,Stretching,,Quad (Rectus Femoris) Stretch,https://youtu.be/0uQKu6b88LE,,,,Quad,,
Mobility & Stretch,Stretching,,Wall Adductor Stretch,https://youtu.be/7UR_dBaSImI,,,,Adductor,,
Mobility & Stretch,Stretching,,Wall Achilles Stretch,https://youtu.be/A7t7XuqVJbU,,,,Calf,,
Mobility & Stretch,Stretching,,Bench Shin Stretch,https://youtu.be/U1A3Ycwir38,,,,Calf,,
Mobility & Stretch,Stretching,,PB Low Back Relaxation,https://www.youtube.com/watch?v=usUGHpOSLVg,,,,Back,,
Mobility & Stretch,Stretching,,Lower Body Stretching Series,https://youtu.be/vGCAyd7847Y,,,,Full Body,,
Mobility & Stretch,Stretching,,Lower Body Stretching Series 2,https://youtu.be/L2TLHo3r1FY,,,,Full Body,,
Mobility & Stretch,Massage,,Full Body Foam Roll,https://youtu.be/DMtXnWElvyU,,,,Full Body,,
Mobility & Stretch,Massage,,Lower Body Ball Massage,https://youtu.be/d265Lo-zN4g,,,,Full Body,,
Mobility & Stretch,Massage,,Upper Body Ball Massage,https://youtu.be/N1oqG22swjc,,,,Full Body,,
Conditioning,Sled Push,Sled,Sled March,https://www.youtube.com/watch?v=4lMX-hUbIho,,,,,,
Conditioning,Sled Push,Sled,Sled Push [Straight Arms],https://www.youtube.com/watch?v=UWnrYVlLUms,,,,,,
Conditioning,Sled Push,Sled,Sled Push [Bent Arms],https://www.youtube.com/watch?v=SeOFYxWHFMw,,,,,,
Conditioning,Sled Push,Sled,Sled Acceleration Push,https://www.youtube.com/watch?v=jFI4pD307IE,,,,,,
Conditioning,Sled Push,Sled,Sled Power Push,https://www.youtube.com/watch?v=uFTRx_CSvnM,,,,,,
Conditioning,Sled Pull,Sled,Sled Backward Drag/Walk,https://www.youtube.com/watch?v=r88vQlPWozc,,,,,,
Conditioning,Sled Pull,Sled,Sled Lateral Drag/Walk,https://www.youtube.com/watch?v=FIBSxlep1A0,,,,,,
Conditioning,Sled Pull,Sled,Sled Row [1-arm],https://www.youtube.com/watch?v=a5EjwDIw3oI,,,,,,
Conditioning,Sled Pull,Sled,Sled Row [2-arm],https://www.youtube.com/watch?v=HWtD9LFSK0w,,,,,,
Conditioning,Run,SMT,SMT Backward Walk,https://www.youtube.com/watch?v=qxkbjlrf9To,,,,,,
Conditioning,Run,SMT,SMT Run,https://www.youtube.com/watch?v=wG3A6CpPJeQ,,,,,,
Conditioning,Run,Run,Running [MAS Interval],https://www.youtube.com/watch?v=LpwjzlbAq9Q,,,,,,
Conditioning,Run,Run,Running [Snake; Turns],https://www.youtube.com/watch?v=ZAeTibhYvew,,,,,,
Conditioning,Bike,Bike,WattBike Conditioning,https://www.youtube.com/watch?v=82d0HP2MIUo,,,,,,
Conditioning,Bike,Bike,Watt Bike 6sec Power Test,https://www.youtube.com/watch?v=dcypa2esO4Y,,,,,,
Conditioning,Bike,Bike,AirBike Conditioning,https://youtu.be/gbAuH5d5zWE,,,,,,
Conditioning,Row,Rower,Rowing Conditioning,https://youtu.be/hKCHPd09WAk,,,,,,
Conditioning,Climb,Climber,VersaClimber Conditioning,https://youtu.be/g6eOLIn2FZ0,,,,,,
Conditioning,Rope,Rope,BattleRope Conditioning,https://youtu.be/0HV1Cn5G17w,,,,,,
Conditioning,MedBall,MB,MB Conditioning,https://www.youtube.com/watch?v=QioWxwd4WnM,,,,,,
Conditioning,Carry,Carry,KB UB Carry,https://www.youtube.com/watch?v=72oDhpXscCo,,,,,,
Conditioning,Carry,Carry,KB Suitcase Carry [2-arm],https://www.youtube.com/watch?v=tVupwuyr-1U,,,,,,
Conditioning,Carry,Carry,KB Suitcase Carry [1-arm],https://www.youtube.com/watch?v=hvI8XposZNk,,,,,,
Conditioning,Carry,Carry,KB OH Carry,https://www.youtube.com/watch?v=0BBTPd6YZH0,,,,,,
Conditioning,Carry,Carry,KB Waiter Carry,https://www.youtube.com/watch?v=wWgcblCu3tY,,,,,,
Conditioning,Carry,Carry,KB Heavy Log Carry,https://youtu.be/gfbbPpyqfGM,,,,,,
Testing,Lifting,"LPT, Barbell",Load-velocity profiling [Squat],https://youtu.be/HG2q3hQ6mdw,Strength,Squat,,,,"load, velocity"
Testing,Lifting,"LPT, Barbell",Load-velocity profiling [Bench Press],https://youtu.be/gEq7OP2zQVM,Strength,Bench Press,,,,"load, velocity"
Testing,Lifting,"LPT, Barbell",BB Squat RM Testing,https://youtu.be/HJa1zy80kWY,Strength,Squat,,,,"load, velocity"
Testing,Lifting,"LPT, Barbell",TB Deadlift RM Testing,https://youtu.be/kEuBaduqUHA,Strength,Hinge,,,,"load, velocity"
Testing,Lifting,"LPT, Barbell",BB RDL RM Testing,https://youtu.be/056Oett8Cqk,Strength,Hinge,,,,"load, velocity"
Testing,Lifting,"LPT, Barbell",BB Bench Press RM Testing,https://youtu.be/8qIzgeJAVYI,Strength,Bench Press,,,,"load, velocity"
Testing,Lifting,"LPT, PU Bar",Pull Up RM Testing,https://youtu.be/G2h2x9DwVYY,Strength,Pull Up,,,,"load, velocity"
Testing,Lifting,"FP, FS",Isometric Mid-Thigh Pull [IMTP],,Strength,IMTP,,,,"max force, RFD"
Testing,Lifting,"FP, FS",Isometric Squat,https://youtu.be/PdnBz6n8leY,Strength,Squat,,,,"max force, RFD"
Testing,Lifting,"FP, FS",SL Isometric Squat,https://youtu.be/qgDcWCYBkjI,Strength,SL Squat,,,,"max force, RFD"
Testing,Lifting,"FP, FS",SL Isometric Supine Hamstring,https://youtu.be/wxtiYco0Ubk,Strength,Hamstring,,,,"max force, RFD"
Testing,Lifting,LPT,Squat 75%BW Velocity Test,https://youtu.be/pis5C1d0zXg,Strength,Squat,,,,velocity
Testing,Lifting,LPT,Bench Press 60%BW Test,https://youtu.be/rqdTAapxmCc,Strength,Bench Press,,,,velocity
Testing,Lifting,BW,Hamstring SL Bridge Test,https://youtu.be/ljKZUF_msvU,Strength,Hinge,,,,repetition number
Testing,Jumping,FP; JM; MyJ,Squat Jump [SJ] Test,https://youtu.be/RS7K4BUUGZA,Power,Vertical,,,,"technique, height, contact time, force"
Testing,Jumping,FP; JM; MyJ,Counter-Movement Jump [CMJ] Test,https://youtu.be/GhW6jWhg10w,Power,Vertical,,,,"technique, height, contact time, force"
Testing,Jumping,FP; JM; MyJ,CMJ-Free Test,https://youtu.be/l8BBi2JWIqY,Power,Vertical,,,,"technique, height, contact time, force"
Testing,Jumping,FP; JM; MyJ,SL CMJ Test,https://youtu.be/KJH5cHVcvsI,Power,Vertical,,,,"technique, height, contact time, force"
Testing,Jumping,FP; JM; MyJ,RSI Rebound Jumps Test,https://youtu.be/j-m49oVLr5w,Power,Vertical,,,,"technique, height, contact time, force"
Testing,Jumping,FP; JM; MyJ,Force-velocity profiling [Squat Jump],,Power,Vertical,,,,"load, height"
Testing,Jumping,MT,Standing Long Jump [SLJ],https://youtu.be/4yY6x6v-X6A,Power,Horizontal,,,,"technique, distance"
Testing,Jumping,MT,Triple SLJ,https://youtu.be/nlJCJeVJWUY,Power,Horizontal,,,,"technique, distance"
Testing,Jumping,MT,Horizontal Hop,https://youtu.be/Xf9iiCewt3A,Power,Horizontal,,,,"technique, distance"
Testing,Jumping,MT,Triple Horizontal Hop,https://youtu.be/h3porebAync,,,,,,
Testing,Jumping,MT,Triple Jump,https://youtu.be/H3nBTLXXGE0,Power,Horizontal,,,,"technique, distance"
Testing,Jumping,MT,Standing Triple Hop,https://youtu.be/nMkS3ORQSN8,Power,Horizontal,,,,"technique, distance"
Testing,Acceleration,"TG, MyS, SW",Sprint 30m Test [3-point],https://youtu.be/W1udxojNfCQ,Speed,Sprint,,,,"technique, time"
Testing,Acceleration,"TG, MyS, SW",Sprint 30m Test [2-point],,Speed,Sprint,,,,"technique, time"
Testing,Acceleration,"TG, MyS, SW",Sprint 20m Test [3-point],,Speed,Sprint,,,,"technique, time"
Testing,Acceleration,"TG, MyS, SW",Sprint 20m Test [2-point],,Speed,Sprint,,,,"technique, time"
Testing,Acceleration,"TG, MyS, SW",Sprint 10mst Te [3-point],,Speed,Sprint,,,,"technique, time"
Testing,Acceleration,"TG, MyS, SW",Sprint 10m Test [2-point],,Speed,Sprint,,,,"technique, time"
Testing,Acceleration,"TG, MyS, SW",Sprint 5m Test [3-point],,Speed,Sprint,,,,"technique, time"
Testing,Acceleration,"TG, MyS, SW",Sprint 5m Test [2-point],,Speed,Sprint,,,,"technique, time"
Testing,Maximal Speed,"TG, MyS, SW",Flying 10m Test,https://youtu.be/tKzeKgMKRfk,Speed,Sprint,,,,"technique, time, velocity"
Testing,Maximal Speed,"TG, MyS, SW",Flying 5m Test,,Speed,Sprint,,,,"technique, time, velocity"
Testing,"Acceleration, MSS","TG, MyS",Sprint Force-velocity profiling [3-point],https://youtu.be/cTky7XbuSPc,Speed,Sprint,,,,"Pmax, Vmax, RFmax, F0"
Testing,"Acceleration, MSS","TG, MyS",Sprint Force-velocity profiling [2-point],https://youtu.be/eGfAgcpwpwI,Speed,Sprint,,,,"Pmax, Vmax, RFmax, F1"
Testing,"Acceleration, MSS",SMT,SMT Maximal Sprinting Speed (MSS),https://youtu.be/O7HE_A_GxFY,Speed,Sprint,,,,velocity
Testing,Bacwkard Running,"TG, MyS, SW",Backpedal 10m Test,,Speed,Sprint Backwards,,,,"technique, time"
Testing,Change of Direction,"TG, MyS, SW",Modified 5-0-5m ,https://youtu.be/2XjFBDgiKEo,COD,Linear,,,,"technique, time"
Testing,Change of Direction,"TG, MyS, SW",Modified 505 [Right],https://youtu.be/yuKGbRWxqiY,COD,Linear,,,,"technique, time"
Testing,Change of Direction,"TG, MyS, SW",Modified 505 [Left],https://youtu.be/_mWR-D3mRck,COD,Linear,,,,"technique, time"
Testing,Continuous,WB,WattBike 6min Average Power Test (MAS),https://youtu.be/SUAZ1LbeEQE,Conditioning,Bike,,,,"average power, distance"
Testing,Power,WB,WattBike 6sec Peak Power Test,https://youtu.be/dcypa2esO4Y,Conditioning,Bike,,,,peak power
Testing,Continuous,"SW, TG",MAS Test TT,https://youtu.be/RFbs4GCtLl4,Conditioning,Run,,,,"time/distance, velocity, VO2max"
Testing,Continuous,"SW, TG",SMT 5min Test (MAS TT),https://youtu.be/KXwypBMSUas,Conditioning,Run,,,,"time/distance, velocity, VO2max"
Testing,Intermittent,IFT,IFT30-15,,Conditioning,Run,,,,"velocity, VO2max"
Testing,Composition,TA,Tanita Body Composition Test,https://youtu.be/qJLZemr51Wo,Composition,,,,,"BW, bodyfat, muscle mass, water"
